495;505;canal;495;28;
975;5557;canal;5557;17;
976;5817;canal;5817;18;
981;5793;canal;5793;21;
989;5821;canal;5821;16;
992;5806;canal;5806;19;
1005;5833;canal;5833;20;
1016;5348;canal;1016;13;
1025;5423;canal;5423;22;
1038;5785;canal;5785;15;
1043;5422;canal;5422;23;
1045;5667;canal;5667;14;
1050;5397;canal;5397;26;
1054;5361;canal;5361;25;
1058;5682;canal;5682;24;
2522;6466;canal;6466;27;
4289;6853;canal;6853;10;
5030;6857;canal;6857;8;
5282;6848;canal;6848;7;
5360;5385;canal;5360;12;
5380;5421;canal;5380;11;
6006;6854;canal;6854;9;
6856;6869;canal;6869;6;
6856;6870;canal;6856;4;
6869;6870;canal;6870;5;
7246;7806;canal;1780;2;
7568;8953;canal;3484;1;
7808;7831;canal;1866;3;
8982;2269;impassable;0;0;
8982;2270;impassable;0;0;
8982;2271;impassable;0;0;
8982;2275;impassable;0;0;
8982;2276;impassable;0;0;
8982;2278;impassable;0;0;
8982;2280;impassable;0;0;
8982;2281;impassable;0;0;
8982;2287;impassable;0;0;
8982;2289;impassable;0;0;
8982;2290;impassable;0;0;
8982;2291;impassable;0;0;
8983;3464;impassable;0;0;
8983;3515;impassable;0;0;
8983;3516;impassable;0;0;
8983;3983;impassable;0;0;
8983;3985;impassable;0;0;
8984;5336;impassable;0;0;
8984;5337;impassable;0;0;
8984;5339;impassable;0;0;
8984;5345;impassable;0;0;
8984;5347;impassable;0;0;
8984;5788;impassable;0;0;
8984;5795;impassable;0;0;
8984;5796;impassable;0;0;
8984;5797;impassable;0;0;
8984;5798;impassable;0;0;
8985;6165;impassable;0;0;
8985;6167;impassable;0;0;
8985;6169;impassable;0;0;
8985;6233;impassable;0;0;
8985;6234;impassable;0;0;
8985;6587;impassable;0;0;
8985;6589;impassable;0;0;
8985;6596;impassable;0;0;
8985;6598;impassable;0;0;
8985;6600;impassable;0;0;
8985;9403;impassable;0;0;
8986;9630;impassable;0;0;
8987;2811;impassable;0;0;
8987;2814;impassable;0;0;
8987;2815;impassable;0;0;
8987;2905;impassable;0;0;
8987;2910;impassable;0;0;
8987;2911;impassable;0;0;
8987;2913;impassable;0;0;
8987;3066;impassable;0;0;
8987;9211;impassable;0;0;
8988;230;impassable;0;0;
8988;432;impassable;0;0;
8988;433;impassable;0;0;
8989;6549;impassable;0;0;
8989;6559;impassable;0;0;
8989;6560;impassable;0;0;
8989;6561;impassable;0;0;
8989;6562;impassable;0;0;
8990;2491;impassable;0;0;
8990;2495;impassable;0;0;
8990;2501;impassable;0;0;
8990;2502;impassable;0;0;
8990;2503;impassable;0;0;
8990;2504;impassable;0;0;
8990;2710;impassable;0;0;
8990;2732;impassable;0;0;
8990;2733;impassable;0;0;
8990;2735;impassable;0;0;
8990;2736;impassable;0;0;
